DRUH	NOVÁ AKREDITACE	NÁZEV SP/SO	TYP SP	NÁZEV SP	VYSOKÁ ŠKOLA	FAKULTA	FS	ISCED-F	SDS	JAZYK	PROFIL	OV1	PODIL OV1	OV2	PODIL OV2	OV3	PODIL OV3	OV4	PODIL OV4	OV5	PODIL OV5	KRAJ	PLATNOST AKREDITACE DO
SP	ANO	Náboženská výchova	bakalářský	Náboženská výchova	Univerzita Hradec Králové	Pedagogická fakulta	3	0221	3	čeština	akademicky zaměřený	Filozofie, religionistika a teologie	80	Učitelství 	20		0					Královéhradecký	3.11.2032
SO	NE	Náboženská výchova a etika	bakalářský	Pedagogika	Jihočeská univerzita v Českých Budějovicích	Teologická fakulta	3, 1	0111	3	čeština												Jihočeský	31.12.2024
SO	NE	Náboženské vědy (dvouoborové)	bakalářský	Humanitní vědy	Jihočeská univerzita v Českých Budějovicích	Teologická fakulta	1	0221	3	čeština												Jihočeský	31.12.2024
SP	ANO	Náboženství a etika se zaměřením na vzdělávání pro střední školy	bakalářský	Náboženství a etika se zaměřením na vzdělávání pro střední školy	Jihočeská univerzita v Českých Budějovicích	Teologická fakulta	1	0114	3	čeština	akademicky zaměřený	Učitelství 	100		0		0		0		0	Jihočeský	16.11.2028
SP	ANO	Náboženství se zaměřením na vzdělávání	bakalářský	Náboženství se zaměřením na vzdělávání	Univerzita Palackého v Olomouci	Cyrilometodějská teologická fakulta	3	0221	3	čeština	akademicky zaměřený	Učitelství 	100		0		0					Olomoucký	8.8.2028
SO	NE	Náboženství se zaměřením na vzdělávání a katechetika	bakalářský	Specializace v pedagogice	Univerzita Palackého v Olomouci	Cyrilometodějská teologická fakulta	3	0188	3	čeština												Olomoucký	31.12.2024
SO	NE	Náboženství, etika a filozofie se zaměřením na vzdělávání (jednooborové)	bakalářský	Specializace v pedagogice	Univerzita Karlova	Husitská teologická fakulta	1	0188	3	čeština												Praha	31.12.2024
SO	NE	Nábytkové inženýrství	navazující magisterský	Nábytkové inženýrství	Mendelova univerzita v Brně	Lesnická a dřevařská fakulta	1		2	čeština												Jihomoravský	31.12.2024
SP	ANO	Nábytkové inženýrství	navazující magisterský	Nábytkové inženýrství	Mendelova univerzita v Brně	Lesnická a dřevařská fakulta	1	0722	2	čeština	akademicky zaměřený	Lesnictví a dřevařství 	100		0		0		0		0	Jihomoravský	6.5.2031
SP	ANO	Nano a mikrotechnologie	doktorský	Nano a mikrotechnologie	Technická univerzita v Liberci	Fakulta přírodovědně-humanitní a pedagogická	1	0719	4	čeština		Chemie 	50	Strojírenství, technologie a materiály	50		0		0		0	Liberecký	30.9.2033
SO	NE	Nano a mikrotechnologie v chemickém inženýrství	bakalářský	Nano a mikrotechnologie v chemickém inženýrství	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	1	0719	3	čeština												Praha	31.12.2024
SP	ANO	Nano a mikrotechnologie v chemickém inženýrství	bakalářský	Nano a mikrotechnologie v chemickém inženýrství	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	1	0711	3	čeština	akademicky zaměřený	Chemie 	100		0		0					Praha	13.10.2028
SP	ANO	Nano and microtechnology	doktorský	Nano and microtechnology	Technická univerzita v Liberci	Fakulta přírodovědně-humanitní a pedagogická	1	0719	4	angličtina		Chemie 	50	Strojírenství, technologie a materiály	50		0		0		0	Liberecký	30.9.2033
SP	ANO	Nanomaterial chemistry	doktorský	Nanomaterial chemistry	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0531	4	angličtina		Chemie 	100		0		0					Olomoucký	8.8.2028
SP	ANO	Nanomaterial chemistry	navazující magisterský	Nanomaterial chemistry	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0531	2	angličtina	akademicky zaměřený	Chemie 	100		0		0		0		0	Olomoucký	8.8.2028
SO	NE	Nanomateriálová chemie	bakalářský	Chemie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0719	3	čeština												Olomoucký	31.12.2024
SO	NE	Nanomateriálová chemie	bakalářský	Chemie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0719	3	čeština												Olomoucký	31.12.2024
SP	ANO	Nanomateriálová chemie	bakalářský	Nanomateriálová chemie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0531	3	čeština	akademicky zaměřený	Chemie 	100		0		0		0		0	Olomoucký	8.8.2028
SP	ANO	Nanomateriálová chemie	doktorský	Nanomateriálová chemie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0531	4	čeština		Chemie 	100		0		0					Olomoucký	8.8.2028
SP	ANO	Nanomateriálová chemie	navazující magisterský	Nanomateriálová chemie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0531	2	čeština	akademicky zaměřený	Chemie 	100		0		0		0		0	Olomoucký	8.8.2028
SO	NE	Nanomateriály	bakalářský	Nanotechnologie	Technická univerzita v Liberci	Fakulta mechatroniky, informatiky a mezioborových studií	1	0719	3	čeština												Liberecký	31.12.2024
SO	NE	Nanomateriály	navazující magisterský	Nanotechnologie	Technická univerzita v Liberci	Fakulta mechatroniky, informatiky a mezioborových studií	1	0719	2	čeština												Liberecký	31.12.2024
SO	NE	Nanomateriály	navazující magisterský	Chemie materiálů a materiálové inženýrství	Vysoká škola chemicko-technologická v Praze	Fakulta chemické technologie	1	0719	2	čeština												Praha	31.12.2024
SO	NE	Nanotechnologie	doktorský	Nanotechnologie	Technická univerzita v Liberci	Celoškolská pracoviště	3, 1		4	čeština												Liberecký	31.12.2024
SO	NE	Nanotechnologie	bakalářský	Fyzika	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0719	3	čeština												Olomoucký	31.12.2024
SO	NE	Nanotechnologie	navazující magisterský	Fyzika	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0719	2	čeština												Olomoucký	31.12.2024
SO	NE	Nanotechnologie	bakalářský	Nanotechnologie	Vysoká škola báňská – Technická univerzita Ostrava	Celoškolská pracoviště	1	0719	3	čeština												Moravskoslezský	31.12.2024
SO	NE	Nanotechnologie	doktorský	Nanotechnologie	Vysoká škola báňská – Technická univerzita Ostrava	Celoškolská pracoviště	3, 1	0719	4	čeština												Moravskoslezský	31.12.2024
SO	NE	Nanotechnologie	navazující magisterský	Nanotechnologie	Vysoká škola báňská – Technická univerzita Ostrava	Celoškolská pracoviště	1	0719	2	čeština												Moravskoslezský	31.12.2024
SP	ANO	Nanotechnologie	bakalářský	Nanotechnologie	Technická univerzita v Liberci	Fakulta mechatroniky, informatiky a mezioborových studií	1	0719	3	čeština	akademicky zaměřený	Chemie 	38	Fyzika	37	Strojírenství, technologie a materiály	25					Liberecký	13.10.2028
SP	ANO	Nanotechnologie	navazující magisterský	Nanotechnologie	Technická univerzita v Liberci	Fakulta mechatroniky, informatiky a mezioborových studií	1	0719	2	čeština	akademicky zaměřený	Strojírenství, technologie a materiály	58	Fyzika	23	Chemie 	19					Liberecký	13.10.2028
SP	ANO	Nanotechnologie	bakalářský	Nanotechnologie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0719	3	čeština	akademicky zaměřený	Fyzika	100		0		0					Olomoucký	8.8.2028
SP	ANO	Nanotechnologie	doktorský	Nanotechnologie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0719	4	čeština		Fyzika	100		0		0					Olomoucký	8.8.2028
SP	ANO	Nanotechnologie	navazující magisterský	Nanotechnologie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0719	2	čeština	akademicky zaměřený	Fyzika	100		0		0					Olomoucký	8.8.2028
SP	ANO	Nanotechnologie	bakalářský	Nanotechnologie	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	1	0719	3	čeština	akademicky zaměřený	Strojírenství, technologie a materiály	100		0		0					Moravskoslezský	5.1.2029
SP	ANO	Nanotechnologie	doktorský	Nanotechnologie	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1	0719	4	čeština		Strojírenství, technologie a materiály	100		0		0		0		0	Moravskoslezský	25.5.2030
SP	ANO	Nanotechnologie	navazující magisterský	Nanotechnologie	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	1	0719	2	čeština	akademicky zaměřený	Strojírenství, technologie a materiály	100		0		0					Moravskoslezský	5.1.2029
SO	NE	Nanotechnologie - aplikovaná fyzika	bakalářský	Aplikovaná fyzika	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0719	3	čeština												Jihomoravský	31.12.2024
SO	NE	Nanotechnologie a pokročilé materiály	doktorský	Nanotechnologie a pokročilé materiály	Univerzita Tomáše Bati ve Zlíně	Celoškolská pracoviště	3, 1		4	čeština												Zlínský	31.12.2024
SP	ANO	Nanotechnologie a pokročilé materiály	doktorský	Nanotechnologie a pokročilé materiály	Univerzita Tomáše Bati ve Zlíně	Celoškolská pracoviště	3, 1	0719	4	čeština		Chemie 	100		0		0		0		0	Zlínský	11.12.2029
SO	NE	Nanotechnology	navazující magisterský	Physics	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0719	2	angličtina												Olomoucký	31.12.2024
SO	NE	Nanotechnology	bakalářský	Nanotechnologie	Vysoká škola báňská – Technická univerzita Ostrava	Celoškolská pracoviště	1	0719	3	angličtina												Moravskoslezský	31.12.2024
SO	NE	Nanotechnology	doktorský	Nanotechnologie	Vysoká škola báňská – Technická univerzita Ostrava	Celoškolská pracoviště	3, 1	0719	4	angličtina												Moravskoslezský	31.12.2024
SO	NE	Nanotechnology	navazující magisterský	Nanotechnologie	Vysoká škola báňská – Technická univerzita Ostrava	Celoškolská pracoviště	1	0719	2	angličtina												Moravskoslezský	31.12.2024
SP	ANO	Nanotechnology	doktorský	Nanotechnology	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0719	4	angličtina		Fyzika	100		0		0					Olomoucký	8.8.2028
SP	ANO	Nanotechnology	navazující magisterský	Nanotechnology	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0719	2	angličtina	akademicky zaměřený	Fyzika	100		0		0					Olomoucký	8.8.2028
SP	ANO	Nanotechnology	bakalářský	Nanotechnology	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	1	0719	3	angličtina	akademicky zaměřený	Strojírenství, technologie a materiály	100		0		0					Moravskoslezský	5.6.2029
SP	ANO	Nanotechnology	doktorský	Nanotechnology	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1	0719	4	angličtina		Strojírenství, technologie a materiály	100		0		0		0		0	Moravskoslezský	25.5.2030
SP	ANO	Nanotechnology	navazující magisterský	Nanotechnology	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	1	0719	2	angličtina	akademicky zaměřený	Strojírenství, technologie a materiály	100		0		0					Moravskoslezský	5.6.2029
SO	NE	Nanotechnology and Advanced Materials	doktorský	Nanotechnology and Advanced Materials	Univerzita Tomáše Bati ve Zlíně	Celoškolská pracoviště	3, 1		4	angličtina												Zlínský	31.12.2024
SP	ANO	Nanotechnology and Advanced Materials	doktorský	Nanotechnology and Advanced Materials	Univerzita Tomáše Bati ve Zlíně	Celoškolská pracoviště	3, 1	0719	4	angličtina		Chemie 	100		0		0		0		0	Zlínský	11.12.2029
SO	NE	Národní hospodářství	bakalářský	Hospodářská politika a správa	Vysoká škola báňská – Technická univerzita Ostrava	Ekonomická fakulta	1	0311	3	čeština												Moravskoslezský	31.12.2024
SO	NE	Národní hospodářství	navazující magisterský	Hospodářská politika a správa	Vysoká škola báňská – Technická univerzita Ostrava	Ekonomická fakulta	1	0311	2	čeština												Moravskoslezský	31.12.2024
SO	NE	Národní hospodářství	bakalářský	Ekonomie a hospodářská správa	Vysoká škola ekonomická v Praze	Národohospodářská fakulta	1	0311	3	čeština												Praha	31.12.2024
SO	NE	Národní hospodářství	magisterský	Hospodářská politika a správa	Vysoká škola ekonomická v Praze	Národohospodářská fakulta	1	0311	5	čeština												Praha	31.12.2024
SP	ANO	Národní hospodářství	bakalářský	Národní hospodářství	Vysoká škola ekonomická v Praze	Národohospodářská fakulta	1	0311	3	čeština	akademicky zaměřený	Ekonomické obory 	100		0		0					Praha	1.10.2028
SO	NE	Nástroje a procesy	doktorský	Procesní inženýrství	Univerzita Tomáše Bati ve Zlíně	Fakulta technologická	3, 1	0788	4	čeština												Zlínský	31.12.2024
SP	ANO	Nástroje a procesy	doktorský	Nástroje a procesy	Univerzita Tomáše Bati ve Zlíně	Fakulta technologická	3, 1	0788	4	čeština		Strojírenství, technologie a materiály	73	Chemie 	27		0		0		0	Zlínský	22.10.2031
SO	NE	National Defence Economics	bakalářský	Economics and Management	Univerzita obrany	Fakulta vojenského leadershipu	1		3	angličtina												Jihomoravský	31.12.2024
SO	NE	National Defence Economics	doktorský	Economics and Management	Univerzita obrany	Fakulta vojenského leadershipu	3, 1		3	angličtina												Jihomoravský	31.12.2024
SO	NE	National Economy	navazující magisterský	Economic Policy and Administration	Vysoká škola báňská – Technická univerzita Ostrava	Ekonomická fakulta	1	0311	2	angličtina												Moravskoslezský	31.12.2024
SO	NE	Natural Resources and Environment	navazující magisterský	Natural Resources and Environment (Přírodní zdroje a životní prostředí)	Česká zemědělská univerzita v Praze	Fakulta agrobiologie, potravinových a přírodních zdrojů	1	0712	2	angličtina												Praha	31.12.2024
SP	ANO	Natural Resources and Environment	navazující magisterský	Natural Resources and Environment	Česká zemědělská univerzita v Praze	Fakulta agrobiologie, potravinových a přírodních zdrojů	1	0712	2	angličtina	akademicky zaměřený	Vědy o Zemi 	55	Biologie, ekologie a životní prostředí	35	Zemědělství	10		0		0	Praha	9.3.2030
SP	ANO	Natural Resources Management and Ecological Engineering	navazující magisterský	Natural Resources Management and Ecological Engineering	Česká zemědělská univerzita v Praze	Fakulta agrobiologie, potravinových a přírodních zdrojů	1	0712	2	angličtina	akademicky zaměřený	Zemědělství	50	Vědy o Zemi 	50		0					Praha	28.1.2029
SO	NE	Nature Conservation	navazující magisterský	Inženýrská ekologie	Česká zemědělská univerzita v Praze	Fakulta životního prostředí	1	0712	2	angličtina												Praha	31.12.2024
SP	ANO	Nature Conservation	navazující magisterský	Nature Conservation	Česká zemědělská univerzita v Praze	Fakulta životního prostředí	1	0522	2	angličtina	akademicky zaměřený	Biologie, ekologie a životní prostředí	100		0		0		0		0	Praha	10.2.2030
SP	ANO	Nauka o materiálech, diagnostika a spolehlivost konstrukcí ve stavebnictví	doktorský	Nauka o materiálech, diagnostika a spolehlivost konstrukcí ve stavebnictví	České vysoké učení technické v Praze		3, 1	0732	4	čeština		Stavebnictví 	100		0		0		0		0	Praha	21.10.2031
SO	NE	Nauka o nekovových materiálech a stavebních hmotách	doktorský	Stavební inženýrství	České vysoké učení technické v Praze	Celoškolská pracoviště	3, 1	0732	4	čeština												Praha	31.12.2024
SO	NE	Návrh a programování vestavných systémů	navazující magisterský	Informatika	České vysoké učení technické v Praze	Fakulta informačních technologií	1	0613	2	čeština												Praha	31.12.2024
SO	NE	Návrh a programování vestavných systémů	navazující magisterský	Informatika	České vysoké učení technické v Praze	Fakulta informačních technologií	1	0613	2	čeština												Praha	31.12.2024
SP	ANO	Návrhářství	bakalářský	Návrhářství	Technická univerzita v Liberci	Fakulta textilní	1	0212	3	čeština	akademicky zaměřený	Strojírenství, technologie a materiály	60	Umění 	40		0					Liberecký	5.4.2029
